id,post_id,price,bedrooms,bathrooms,sqft,zip_code,neighborhood,full_description,scraped_date,avg_median_income,crime_count_2025,population_2025
56094,7898268366,1695,0.0,1.0,396.0,94109,downtown / civic / van ness,"QR Code Link to This Post
851 O'Farrell Street #401 - San Francisco, CA
Open Houses:
Visit us at:   https://www.sfrent.net/advertised_apartments/851-ofarrell-street-unit401
3D Tour:
https://my.matterport.com/show/?m=8WroHrFTpEm
Welcome to 851 O’Farrell St!
Located in San Francisco’s vibrant Union Square/Tenderloin neighborhood, 851 O’Farrell Street offers the perfect blend of urban energy and everyday convenience. Surrounded by cultural landmarks, eclectic dining, and world-class transit, this is city living at its finest.
Start your morning with coffee at Blue Bottle Coffee or Cafe de la Presse, both just steps away. For a quick lunch, grab a bite at The Grove or sample international flavors like Sai Jai Thai or Ararat Kebab & Gyros.  Heist Restaurant features a Captain Crunch Burrito & other breakfast faire including gluten free dishes, Taniku Izakaya features ramen, sakes and other Japanese goodness and Son & Garden is filled with flowers, a pastel lovers dream, perfect for a photo op & an amazing meal. Piccolo Italia is just a block away for a late night dining experience. Fast food standbys KFC and Round Table Pizza are nearby as well.
Groceries and necessities are a snap with three Trader Joe’s within a 6 to 10 minute walk, Whole Foods a 15 minute walk and multiple Bodegas and small markets within minutes.  Costco is 1 mile away, Safeway is 1.2 miles away and of course, every delivery App imaginable is ready to deliver to your doorstep.
Catch the latest blockbuster or an independent film at AMC Metreon with IMAX, only a few blocks away. Or check out San Francisco's newest movie theater Apple Cinemas with IMAX on Van Ness. The Great American Music Hall is a block away to see a live show & the famous Warfield is also a short walk to catch a favorite band's performance.  The Orpheum Theatre brings Broadway to your door, a 15 minute walk, and the Golden Gate Theatre, Herbst Theatre and The Curran Theatre also feature Broadway and local performances, just a 10 to 12 minute walk
Stroll over to Union Square, a 16 minute walk from your door, for world-class shopping including top named designers like Chanel, Ralph Lauren and Hermes or get in touch with your inner child at the 2nd US location, and newly opened Nintendo Store. Need some new kicks? Nike’s flagship store has 3 stories of gear and shoes and Dr Martin is located on Market St. For bargain hunters, Marshalls, Ross and Macy’s are all nearby too.  Polk Street is another nearby destination for vintage boutiques like ReLove San Francisco and other fun shops like Polk Market & Gift Shop and Picnic.
When you’re ready for some fresh air, a weekend stroll or a walk with your pup, since we’re proud to be a pet-friendly community, nearby parks include Jefferson Square Park with walking paths, benches and grass areas for picnics & an off leash dog play area for you pet lovers. Lafayette Park has a playground for the kids, lush grass and a dog park play area, complete with shaded seating areas for the humans, modern LED lighting for evenings and ground level water fountains for the doggos. Yerba Buena Gardens is a 20 minute walk offering an indoor ice skating rink & bowling center, Cho-En Butterfly Garden, and a classic carousel!
With a Transit Score: 100 / 100 – A Perfect Score!
Transit is seamless from this location. Civic Center/UN Plaza BART & Muni Station is just a 6-minute walk, connecting you across the Bay Area via BART and throughout the city with Muni trains. Powell Street Station is also within walking distance, giving you quick access to Market Street, Westfield Centre, and SoMa. Multiple Muni bus lines and stops are also just steps away from your front door: 38 Geary/38R Geary Rapid, 5 Fulton/5R Fulton Rapid, F-Market & Wharves, K/L/M Owl Lines, 9 San Bruno/9R San Bruno Rapid, T Third Street, 27 California St, 31 Balboa, 47 Van Ness.  And don't forget the famous San Francisco Cable Cars are ready to transport you up and down the hills of San Francisco, just an 8 to 10 minute walk to a nearby stop.Quick connections across San Francisco day and night.
For those who still choose to own a car, street parking is generally available without the need for a permit. There are plenty of Apps to reserve a parking spot nearby and numerous monthly space rental options as well, some with 24 hour access and valet. The Union Square Garage is a 4 minute walk, 550 O’Farrell Garage is a 6 minute walk and the Mason & O’Farrell St Garage is just a 12 minute walk.
Walk Score: 99 / 100 – Walker’s Paradise
Daily errands don’t require a car – everything you need is just steps from your door.
Bike Score: 94 / 100 – Biker’s Paradise
Excellent bike access with flat terrain and good infrastructure for commuting or casual rides.
Unit Details:
Junior 1BR
Pets Allowed: cats, dogs, smaller pets
Beautiful oak hardwood floors
Elevator access
Sunny, bright
Smoke free unit
View - city, skyline
Gas stove
Large refrigerator
Dishwasher
High ceilings
Top floor unit
Bay windows
Laundry facilities onsite
Underwriting Criteria
3x monthly rent in gross income
3x monthly rent in bank assets
Credit score of 600 or above
Proof of income (offer letter, pay stubs, tax return, etc.)
Proof of assets (bank statements, investment accounts, etc.)
If you do not meet any of the criteria as an individual applicant, you may qualify with:
Additional tenants on the lease
A Guarantor/Co-Signer
We have multiple units available!
Rental listings are subject to change at any time. SFRent believes all information contained herein to be correct. SFRent assumes no legal responsibility for the accuracy of, any errors, or any omissions in this ad or any syndicated ads on third-party websites. Square footage is an estimate only, not an exact measurement.",2025-12-03 00:47:33,124571.64,3286,2599
56095,7899452535,1645,0.0,1.0,376.0,94109,tenderloin,"QR Code Link to This Post
Take a virtual tour. Click here: https://my.matterport.com/show/?m=AXLT9AagWB1
Unit Features:
- Spacious Studio with generous closet space.
- Bathroom with bathtub.
- Kitchen equipped with refrigerator and stove.
- Lovely countertops and multiple cupboards.
- Beautiful flooring throughout the unit.
Lease Terms:
- Lease Duration: 12 months.
Community Amenities
Gated Entry • Elevator • Maintenance Support Service • Online Payment Portal • Pet Friendly • Resident Support Service • Storage • Common Area Laundry
Apartment Amenities
Dishwasher (In Select Units) • Views (In Select Units) • Walk In Closet (In Select Units)
Location Highlights:
- Walk Score: 99. Discover the convenience of a walker's paradise!
- Transit Score: 100. Commuting made easy with excellent transit options!
- Explore nearby green spaces like O'Farrell-Larkin Mini-Park, Boeddeker Park, and the historic Market Street Theatre and Loft District.
- Central Bliss! Unwind in the heart of it all – steps away from Union Square, Nob Hill, and the vibrant Fillmore District.
Follow Us On Instagram @brickandtimber
Contact Taylor
Brick + Timber
Phone:
show contact info
www.rentbt.com
*Square footage is estimated.
*Prices, promotions and availability are subject to change.",2025-12-03 00:47:33,124571.64,3286,2599
56096,7899446124,1745,0.0,1.0,410.0,94109,tenderloin,"QR Code Link to This Post
676 Geary #B, San Francisco, CA 94109
For the fastest response, text Pieter at
show contact info
today to schedule an in-person tour! Please include the address in your message.
Take a virtual tour: https://my.matterport.com/show/?m=ESBXYogmEmb
- Available now
- Reduced $1,000 security deposit with approved credit
Unit #B Features:
- Updated studio unit
- Laundry in building
- Updated bathroom
- LVP flooring
Location Highlights:
- 13-minute walk to Union Square
- Minutes away from Public transport
- Centrally located to shops, grocery stores, bars, restaurants, and entertainment
Other:
- Rent-controlled building
- 12-month lease, then month to month
- Pet-friendly, 2 pets maximum up to 70 Lbs per pet ask about our aggressive breed list for dogs: $0 pet rent, $0 pet deposit
- Utilities not included in the monthly rent
- Provided unfurnished
*Square footage is estimated*
Follow our Instagram: @brickandtimber for similar listings.
Contact
Pieter Vos
Cell:
show contact info
For Phone Calls:
show contact info
)
DRE# 02213247
Brick + Timber, Inc
www.rentbt.com",2025-12-03 00:47:33,124571.64,3286,2599
56097,7899440175,1795,0.0,1.0,318.0,94109,downtown / civic / van ness,"QR Code Link to This Post
Take a virtual tour. Click here: https://my.matterport.com/show/?m=YL8wfskxmet
Unit Features:
- Cozy studio space featuring warm hardwood floors, built-in shelving for added storage, and easy access to the updated kitchen—ideal for efficient, comfortable living.
- Bathroom with bathtub and shower.
- Kitchen equipped with refrigerator and stove.
- Lovely countertops and multiple cupboards.
- Beautiful flooring throughout the unit.
Lease Terms:
- Lease Duration: 12 months.
Community Amenities
Gated Entry • Elevator • Maintenance Support Service • Online Payment Portal • Pet Friendly • Resident Support Service • Storage • Common Area Laundry
Apartment Amenities
Dishwasher (In Select Units) • Walk In Closet (In Select Units) • In-Unit Washer/Dryer (In Select Units)
Location Highlights:
- Walkable access to retail, dining, and cafes.
- Nearby Jefferson Square Park for outdoor activities.
- Minutes to Whole Foods Market and Trader Joe's for groceries.
Follow Us On Instagram @brickandtimber
Contact Taylor
Brick + Timber
Phone:
show contact info
www.rentbt.com
*Square footage is estimated.
*Prices, promotions and availability are subject to change.",2025-12-03 00:47:33,124571.64,3286,2599
56098,7899427273,1745,0.0,1.0,378.0,94109,downtown / civic / van ness,"QR Code Link to This Post
Take a Virtual Tour: https://my.matterport.com/show/?m=ESBXYogmEmb
Unit Features:
- Open Concept Studio
- Updated Bathroom
- Mini Kitchen equipped with stainless-steel fridge, electric stove and kitchen hood
- Sleek countertop and multiple cupboards
Lease Terms:
- Lease Duration: 12 months
Community Amenities
Storage • Intercom Access • Nearby Park • Shared Common Backyard • Resident Manager • Resident Support Service • Online Payment Portal • Smoke Free • Pet Friendly • Trash / Recycling / Compost • Elevator • Security Cameras • Maintenance Support Service • Gated Entry
Apartment Amenities
Storage
Location:
- Enjoy the best of city life with a prime downtown address, providing proximity to iconic landmarks, cultural attractions, and the vibrant energy of San Francisco.
- Effortlessly navigate the city with nearby access to public transportation, including bus lines and cable cars, making your daily commute and city exploration a breeze.
Follow Us On Instagram @brickandtimber
Contact Taylor
Brick + Timber
Phone:
show contact info
www.rentbt.com
*Square footage is estimated.
*Prices, promotions and availability are subject to change.",2025-12-03 00:47:33,124571.64,3286,2599
56101,7899411960,1645,0.0,1.0,266.0,94102,downtown / civic / van ness,"QR Code Link to This Post
Take a virtual tour. https://my.matterport.com/show/?m=Qzd7Kq3vTSk
Unit Features:
- Beautiful and bright studio unit.
- Bathroom with a bathtub and walk-in shower.
- Kitchen equipped with energy-efficient stainless steel appliances, refrigerator and stove
- Beautiful flooring throughout the unit.
Lease Terms:
- Lease Duration: 12 months.
Community Amenities
Maintenance Support Service • Online Payment Portal • Pet Friendly • Resident Support Service • Elevator
Apartment Amenities
Dishwasher (In Select Units) • Views (In Select Units) • In-Unit Washer/Dryer (In Select Units)
Location:
- Close Proximity to Powell BART Station for Easy Commuting
- Abundance of Restaurants, Cafés, and Retail Stores in the Vicinity
- Just a 5-Minute Stroll from Father Alfred E. Boeddeker Park
Follow Us On Instagram @brickandtimber
Contact Taylor
Brick + Timber
Phone:
show contact info
www.rentbt.com
*Square footage is estimated.
*Prices, promotions and availability are subject to change.",2025-12-03 00:47:33,76611.4,6937,3367
56102,7894139337,1795,1.0,1.0,525.0,94109,tenderloin,"QR Code Link to This Post
$1795 for one bedroom!
Security Deposit $1000
Pet Deposit $250
525 sq foot 1 bedroom unit in lovely historical building. Full kitchen includes stove/oven, fridge/freezer, garbage disposal and upper/lower cabinets. The affordable rent includes sewer, water, hot water and trash. 24/7 maintenance and a friendly staff, make Post Street home!
Elevator building, smoke free as well.
Walking distance to everything you need!
Affordable housing, Maximum income limits apply.
EHO",2025-12-03 00:47:33,124571.64,3286,2599
56104,7899380241,1645,0.0,1.0,266.0,94102,downtown / civic / van ness,"QR Code Link to This Post
Text me for fastest response:
show contact info
Details
- Building: 124 Mason St. #501
- Neighborhood: Downtown
- Rent Controlled
- 12 Month Lease
- $1,000 deposit with approved credit
-Ask about our other listings
VIRTUAL TOUR: https://my.matterport.com/show/?m=Qzd7Kq3vTSk
*** No garage parking available; Street parking only. ***
Amenities
* Cable Ready
* Efficient Appliances
* Range
* Refrigerator
* Washer/Dryer: None on Site
* Window Covering
Check out the website for more units:
https://www.brickandtimber.com/
Contact me directly to view any of our available units!
This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.
Brick+Timber
Kyla Karch
BrickTimber.KylaKarch.BrickTimberInc @ aptleasing.info
BRE 01436033",2025-12-03 00:47:33,76611.4,6937,3367
56105,7899370889,1745,0.0,1.0,360.0,94102,tenderloin,"QR Code Link to This Post
Text me for fastest response:
show contact info
Details
- Building: 434 Leavenworth St. #105B
- Neighborhood: Tenderloin
- Rent Controlled
- 12 Month Lease
- $1,000 deposit with approved credit
-Ask about our other listings
VIRTUAL TOUR: https://my.matterport.com/show/?m=gwr1MqnWWnZ
*** No garage parking available; Street parking only. ***
Amenities
* Cable Ready
* Efficient Appliances
* Range
* Refrigerator
* Washer/Dryer: In Unit
* Window Covering
* Dishwasher
Check out the website for more units:
https://www.brickandtimber.com/
Contact me directly to view any of our available units!
This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy.
Brick+Timber
Kyla Karch
BRE 01436033",2025-12-03 00:47:33,76611.4,6937,3367
56106,7899364998,1745,0.0,1.0,360.0,94109,tenderloin,"QR Code Link to This Post
Connect with Sue for a swift reply:
show contact info
Take a virtual tour. Click here: https://my.matterport.com/show/?m=gwr1MqnWWnZ
Unit Features:
- Spacious studio with generous closet space.
- Bathroom with a bathtub and walk-in shower.
- Kitchen featuring energy-efficient stainless steel appliances including a dishwasher, refrigerator, stove, and hood.
- Lovely countertops and multiple cupboards.
- Beautiful flooring throughout the unit.
- In-unit washer and dryer for convenience.
Lease Terms:
- Lease Duration: 12 months.
Community Amenities
Storage • Resident Support Service • Common Area Laundry • Online Payment Portal • Pet Friendly • Elevator • Maintenance Support Service • Gated Entry
Apartment Amenities
Dishwasher (In Select Units) • Views (In Select Units) • Walk In Closet (In Select Units) • In-Unit Washer/Dryer (In Select Units)
Key Location Features
- Access to destinations such as Union Square and the Westfield San Francisco Centre for shopping
- Variety of dining options, cafes, and boutique shops
- Nearby parks and green spaces such as Huntington Park and the Yerba Buena Gardens, perfect for picnics, relaxation, or enjoying the city's beautiful weather
- Vibrant nightlife with nearby bars, theaters, and live music venues, for endless entertainment options
Contact:
Sue:
show contact info
Leasing Agent
DRE 02187139
www.rentbt.com",2025-12-03 00:47:33,124571.64,3286,2599
56107,7899363743,1745,0.0,1.0,378.0,94109,downtown / civic / van ness,"QR Code Link to This Post
Make your first contact with Sue for a swift reply:
show contact info
Take a Virtual Tour: https://my.matterport.com/show/?m=ESBXYogmEmb
Unit Features:
- Open Concept Studio
- Updated Bathroom
- Mini Kitchen equipped with stainless-steel fridge, electric stove and kitchen hood
- Sleek countertop and multiple cupboards
Lease Terms:
- Lease Duration: 12 months
Community Amenities
Storage • Intercom Access • Nearby Park • Shared Common Backyard • Resident Manager • Resident Support Service • Online Payment Portal • Smoke Free • Pet Friendly • Trash / Recycling / Compost • Elevator • Security Cameras • Maintenance Support Service • Gated Entry
Apartment Amenities
Storage
Location:
- Enjoy the best of city life with a prime downtown address, providing proximity to iconic landmarks, cultural attractions, and the vibrant energy of San Francisco.
- Effortlessly navigate the city with nearby access to public transportation, including bus lines and cable cars, making your daily commute and city exploration a breeze.
Contact:
Sue:
show contact info
TikTok @suesfleasing
Leasing Agent
DRE 02187139
www.rentbt.com
*And if you're not possibly seeing what you're looking for we have plenty of properties and I am happy to assist!",2025-12-03 00:47:33,124571.64,3286,2599
